,mbti,comments
7751,INTP,남친이 구속도 안하고 잔소리도 안해서 왜 그런 거 얘기 안해 날 그냥 하고싶은거 마음대로 하게 해 물어본 적이 있는데 그 때 남친이 했던 말이 아직 기억에 남아요 너에게는 자유가 중요한 것 같고 네가 그런 사람이라면 난 네 자유를 지켜줄거야 저런 얘기들을 들었을 때 남자친구가 진짜 나를 봐주고 있구나 해서 감동 비슷한 걸 느낀 적 있어요
32533,ESTP,정의보단 제 생각엔 뚝심아닐까 싶네요 가장 기계같은 인간특히 사무직에서
44903,INFJ,아그쵸 제가 넘 바보같앗나바요 자꾸 어디서 이상한 유튜브나 글들을 봐가지고 너무 잘해주면 매력업다는둥 잘해주지말라는 둥 밀당을 하라는 둥 그런말들이 참 얇은 제 귀를 팔랑거리게 하드라고요 진짜 잇팁님들의 댓글들을보니 밀당이 정말 씨알도 안먹히는군요밀당의 밀자도 하려고하면 안대겟어요 글 올리기 진짜진짜 잘했네요 아낰 뼛속까지 잇팁이시라니 너무 좋숩니다 유자님 넘 귀여우세요저듀 유자님의 인퓨제씨와 사랑 응원하고 축복과 행복한 결말만 응원하고 기다리겟습니다 저도 댓글 달러갑미다 기다리세욧
34723,ISTJ,전혀요 전혀 신경 안 써요 실제로 저 헤어지고 나서 전애인이 준 지갑 아무 생각없이 가지고 다녔어요 헤지고 나서 버리고 가끔 그 지갑 보고 생각나도 그 생각이 왜나지 이런 느낌이랍니다
67877,INTP,entp랑 찐친이 되면 어떤 느낌일지
19026,ISFP,전 isfj가 아니라 모르겠긴 한데 그냥 전체적으로 아직도 스윗님한테 마음 있는 거 같아요
27240,ISFP,오 맞아요 안 좋은 감정 표현을 하라 좋은 댓글 감사드립니다
702,INFJ,오 좋아요
39839,ISTJ,제주도 3일 하루에 도는거에서 이미 핑
71533,INTJ,그러면 안하시는게
61456,ISTJ,학교폭력이라니 사춘기때의 학교폭력은 정서적으로 큰 상처를 남기셨겠어요 제 마음이 아프네요 넵 저도 보라돌이님 응원할게요 잘사셨고 앞으로도 잘사실거에요 고생많으셨어요 항상 행복하세요
26882,ISFP,으음 그렇군요
51935,INFJ,지금 다시 만난지 일주일이 좀 지났네요 말씀대로미련이 남아있었답니다 생각할 시간이 필요했던거였고 얼굴보니 잘생긴게 최고라고 하네요물론 다른 이유도 많았지만 댓글 남겨주셔서 감사합니다
6153,INTJ,마지막 문단에 대한 대답은 타고났기 때문이겠네요 인간관계에서 좋은 경험과 새로운 도전에서 긍정적인 결과를 보시는 게 누적되신다면 친화력이 좋아지실 수 있을겁니다
60736,INFP,네괜찮습니다
26450,ESTP,싸울때겟네요
2017,INFJ,사이가 안좋다는 전제가 깔려있으니까요
56805,ESFJ,감사합니다 힘내세요 저도너무힘드네요
6232,INFJ,첫 선톡은 엔프제 남자친구가 먼저 해줬구 그 뒤로 꼬리에 꼬리를 무는 대화방식이여서 답장은 느릴지언정 대화가 끊긴 적이 없었어요파워n들 서로 칭찬도 많이 하고 긍정적이고 본 받을 점이 많은 사람을 좋아하다보니 대화하면서 자연스레 스며들었던 것 같네요 그리구 취미 맞는 것도 한 몫했던 것 같아요 같은 게임을 한다던지 뮤지컬을 좋아한다던지 영화보는걸 좋아한다던지 저흰 감성적인 대화도 자주 해요
71603,ISFP,감사합니다
55526,INTP,아니 그렇게 매력있다니근데 주변에 잇팁이 없네요 너무 궁금하다
1700,ENFJ,이거보고는 모르겟어용 같아보자고 한번 해보시지
18130,ISFJ,저 잇프제인데 카톡에서 조금 더 과하게 표현하는게 있어요 실제로 보면 50할거 카톡에서는 1합니다 근데 상대방 반응 별로 안좋으면 카톡말투 바로 바꿔요 반응 미적지근하게 한번 해보세요
27390,ISFP,호감같아요
19720,INFJ,확실히 인프피의 경우 센스가 필요한게 맞는게 자기감정 위주고 남을 끝까지 책임져주지 않는 태도를 취해서 말에 힘이 없어요 s유형한테는 책임지는 말하기방식 그런게 필요한데 특히나 sfj쪽 사람들한테는 거슬리는거에요
35053,ESFJ,오 저는 그거 안해봤는데 해보고싶네여
73208,INTJ,집 맛집 집
2596,ISTP,귀여운은 아니고 재미있는
36373,ESTJ,글 잘 써주셨는데 댓글 없어서 당황 다들 바쁘신가봐요 삭제하면 속상하죠
30989,ISFP,아잇프제시군요 저는 여자잇프피 말도 다정할텐데하면서 글을 봤는데 여자분이 잇프제시면 얘기가 달라지는거같아요 여자잇프피보다도남자 잇프제가 말은 더 다정한 느낌이거든요 잇프제입장에서 보시면잇프피언어가 다정안하게 느끼실수있으실듯요 그래도 딴남자들에 비하면 다정한걸거같아요
25510,ISFP,아마 회사랑 이어져있는 관계라 더욱 조심스러운거 같아요 그럴수록 상대도 조심스러우니까 댓쓴이 분도 좀 더 조심스럽게 히 다야할거 같고요 잇프피는 진짜 선톡 잘 안하구요 질문도 잘 안해요 원래 잇프피가 그래요 뭔가 선톡이 오고 질문도 먼저 해준다면 그 쪽 분께서 뭔가 마음이 조금이라도 바뀐 느낌인거 같은데요 잇프피도 잇프피 성격을 잘 몰라서 도움은 안되겠지만 tot 저는 질문보단 호응해주는게 더 편한사람이라 호응을 하지만 더 알아가고 싶은 사람한텐 질문폭격기 였던거 같아여
49217,ENTP,오늘이 날인가 봅니다 저녁에 만나세요
66611,ENTP,혹시 회사에서도 부서 내 친한사람만 인사하고 다른분껜 인사 안하시나요
71688,INTJ,말한김에 카톡 해줘야겠습니다 저 일어났다고 네연락에 큰 의미를 두지않습니다 특히나 일어났어 출근준비중 나 출근해 이것을 왜 매일 반복적으로 하는지는 모르겠으나 하고있습니다 가령 오전 출근길에 짖는 용맹한 강아지를 보면그때 전 제 애인이 생각납니다 째깐한게 오토바이보고 짖는데 네가 봤으면 굉장히 귀여워했겠다이런식의 연락이 전 더 익숙하지만 네 일단 나 일어남 하고올게요
67278,ENFP,엥뿌삐친구 여기까지 진출하셨네요 그런거 같아서 정리 했읍니다 다른남자 찾을겁니다
10618,INTP,총 20번 취소 되었으니 소원을 이뤄지길 바라는 의미가 되었네요 세는데 10초 걸리고 5원 벌었으니 시급이면 18만원이네요 고마워요
11291,INTP,그건 아니죠 세기의 사랑인데 세 번은 참아야죠
14620,ISFJ,그렇습니다 총 17과목 중 2과목 응시 가능합니다
44830,ESFJ,넵감사합니다
583,ISTP,그럼 썸 기간도 길어야 좋은걸까요
24582,INFJ,전 일단 집에만 들어가면 참을 순 있어요
41034,ENFJ,저도 엔프제 못만나봐서 모르겠어요 있으면 제가 소장하려구요
20896,ISTJ,쌓인게 많으신가봐요 그건 맞는 것 같습니다 아버지가 이제 편하게 점심 또는 저녁을 먹을려고 했더니 설거지가 수북하게 쌓여있으면 안그래도 화가 나긴 하겠죠 편하게 밥을 먹을 수 없으니 이건 저도 공감하네요
11171,ENTP,미리약속을 잡는건 어때요
67663,ENFJ,전 잇팁처럼 자존심안부리는 사람은 처음봤는데 맨날 져주고 제 친한 친구 잇팁도 남친한테 다 맞춰주더라구요 그분이 유독 심하신거같네여
27108,ENFP,쭉바뀔수 있을지 모르겠지만 잇팁을 제가 그런식으로 해봤었는데 본속마음 나중되서 알게되어서 진짜 충격받고 와 무너진적이 있어서 아 어거지로 맞춰준거였구나 깨닫고 차버렸는데 잇팁이 계속 매달리는거 저는 속마음 알고 충격받고 금이가버려서 관계 끝낸적이 있는데 잇프피 잇팁은 결이 비슷해서 지금은 맞춰주지만걱정이긴해요
68900,ISTP,인프제 잇프제
77339,INTP,잘 모르겠을때는 좋다싫다 감정 다 때고 옳다그르다로만 판단해보세요감정적 판단은 옆으로 미뤄놓고 사실만 놓고 가끔은 감정이 사실을 가려버릴때가 있습니다 만약 그래도 아직도 좋다면 계속 좋아하시면 됩니다 로 그 일말의 감정이 박살날때까지요 제발 혼인신고 하지마시고 피임 잘하세요 그리고 결혼 식올릴때까지 남의 집에 들락거리는 거 아닙니다제발요 뼈인팁 만나고 있는 사람으로서 보자면 언급하신 그 분은 인팁을 떠나서 인성이 빻은겁니다 세상 쉬운 사람이 인팁입니다 실용적이고 사실적이고 순수하고 수용적이고 신중하고 유능합니다 굳이 꾸며내거나 술수를 부리지 않아요 입력값만 잘 넣으면 출력은 자동입니다 ai두뇌로 깜찍하게 응용도 할 줄 알고요 꼭 다시 잘 생각해보시길요
17374,INFJ,네 친절한 답변 감사합니다 저도 신중한 편이라 기다리는건 잘 할 수 있어요 응원해주셔서 감사해요
69425,ENTJ,엔티제 소유욕 강합니다
47279,ISFP,아하 제 편견이었나봐용 사람마다 다른가보네요
42343,ENFJ,앗 wiy님 꺄악 저 이곡 알아요 이거 진짜 들으면 눈물나고 한 껏 울고나면 좀 마음이 풀어지고 저도 너무 좋아하는 노래에요
36832,ISTP,그래야 하는데
9932,INTJ,좋은 설명 감사합니다 타인을 원하는대로 통제하기 위한 이타주의와 배려라는 말이 인과관계가 딱 떨어져서 이해가 잘되었습니다 강압적인 방식보다 유화책인 거죠 삼국지에서 유비가 부하들을 사로잡은 방식이기도 하고 적을 만들지도 않고 평판도 좋아지고 남의 도움을 받기도 쉽고 해서 장점이 많은 방식으로 보여요 그리고 본인이 이 방식을 억지로 가식적으로 쓰는 것도 아니고 어느정도 할만하고 자기 가치과 비슷하니까 할수 있는거겠죠
65185,ISTP,모든 잇팁이 그런건 아닌거 같아요 저는 안그러는데요 금사빠도 아니고 잘못한거 인정도 잘 하는데요
9698,INTP,전 그래서 사석가면 말을 아껴요
65478,INTJ,조언 감사합니다
76252,INFP,공격적인 마음이 아니라는 것에 마음이 좀 놓이네요
65439,ISTP,아니 무려 제 50나 더 공개하셨군요 저로서는 생각하기 어려운 일입니다
81438,INTP,어떻게 답변을 드려야할지 조금 고민중에 있슴다
14722,INTP,설명서 감사해요 근데 톡을했을때 잘 받아주긴하는데 막 이어질정도로 적극적이진않던데아직 관심밖인거겠죠
77949,ENFJ,묘한거예요 음침한거예요
65093,ISTP,신기하게 억만대일로 있긴해요
57824,ISTP,일주일에 한번 or 2주에 한번 시간은 1박2일 or 하루풀
25022,INTP,낭만파는 인프피일듯요저는 딱히 낭만파는아니구그냥 이런저런이유가싫어용
82043,INTP,번화가는 좋아요
47148,ISTP,j님이 이상형이시면 뭐지 나한테 호감있나 아니다 김칫국 마시지말자 할거고 이상형이 아니시면 저번에 치킨이 24원이고 세명이 먹었으니 인당8원 유부초밥 이정도면 68원 정도 되니 퉁 치자 는 물론 농담입니다
53482,ISTP,이러다 역학 카페도 가입하게 생겼네요
39003,ESTJ,인간적으론 좋아하나봐요 헤어지고 친구로 남고싶어하는 잇팁 제 주변에도 있고 여기 카페썰에서도 꽤 본적있네요 대신 인간적으로도 아니면 진짜 짤없이 끝나는 유형도 잇팁
79962,ENTJ,이 분이 스티브잡스 mbti 분석 하셨어요
50221,INTJ,별생각없을듯요 바쁘거나 귀찮거나
73610,INTJ,다른사람에게도 그러는 사람이면 부담스러운데 나에게만 그러면 좋아요
16703,ISFJ,진짜 제 관심사 아니면 몇번 들어도 까먹어요 남자친구 얘기도 잘 까먹어요 나 언제언제 약속있어 라고 말해줘도 까먹고
4868,INTJ,지킬 수 있게 계획해요 지키지도 못할거면 애초에 하지도 않아요
63803,INFJ,옷 멋지게 입기요 그리고 저는 호감 있으면 연락 엄청 자주해요
58731,ISTP,잇팁 여친들 얼굴이 다 궁금해집나다
44538,INTP,맞아요 절 얕잡아보는 것 같다고 생각해서 내가 하냐고 했는데 무슨 소리냐고 내가 널 얼마나 아끼는데 라고 하더라고요 그렇게 느꼈을수는 있겠다며 사과하긴 했는데 그때뿐이고 은연중에 절 막대하는 듯한 모습은 여전해요 저는 살면서 친구랑 싸우는 일이 별로 없었는데 최근 이런일이 많아지면서 감정소모가 커서 거리를 두려고 하고 있어요 댓글 감사해요
3767,ISFJ,제가 느꼈을때는 서로 의견충돌로 분위기 좀 어색해질때 제 눈치를 많이 보는 느낌이였어요본인이 실컷 말로 다 저질러놓고는 왜 눈치는 보는지 그래서 아무렇지 않은척 저한테 먼저 다가오는데 이미 저는 감정 상할떄로 상했고 티가 나니깐 더 어로 어색하고 근데 따지고 보면 저도 먼저 그 부분에 대해 말을 꺼내야 하는데 또 분위기 안 좋아질까봐 혼자 심각해 있으니 저도 이 부분은 앞으로 개선 해야죠 그래도 정 안 맞다 싶음 그때 결정함 되니깐요 조언 해주신것도 참고해서 다양한 방법을 시도해볼게요
50840,INTJ,네 그런 상황 많이 겪었어요 본인 고딩인데 며칠 전 애들한테 들으니 처음에 인상이 차갑고 무표정이어서 무서웠다고 하네용
50043,ENFJ,아쉽네용
44106,INTJ,뮤직님 글을 보니 남친이 생각나네요 제 남친은 잘 알지 못하는 사람을 어떤 행동 혹은 말투 등으로 쉽게 좋다 싫다를 결정 해서 제가 그렇게까지 할 필요 있냐 하면 거의 본인의 생각이 맞았다고 하더라구요 저는 사람을 오래 보기도 하지만 인상이 별로였던 사람이라도 의외의 모습을 보면 생각이 바뀌기도 해서 그런 모습이 신기하기도 합니다 남친과 4년차 연인이구요 여태껏 크게 싸운적도 없고 서로 상호보완이 잘 되는 사이고 사귀면서 매일 만나도 시간이 빨리간다며 둘 다 아쉬워 하는 누가 봐도 잘맞는 커플인데요 제가 남친을 귀여워하는 부분이기도 한데요 좁은 사상이란 게 상황을 크게 보고 생각하기 보다 순간 감정이 우선이라이건 아마도 제가 t이고 남친이 f라서 오는 차이 가끔 중요한 부분을 잊고 나중에 후회하는 행동이나 언행을 하기도 해서요 나중에 차근차근 아이처럼 달래주다 보면 폭풍 미안하다며 울고 그러는데 본인이 비난 받는다 생각하면 순간 어린아이가 돼서 저는 장녀고 남친은 막내이기도 해서 그런 모습이 제겐 귀여워 보여 우 하지만 가끔 의견이 달라 서로 타협점을 찾으려 할 때 좀 속상할 때가 있었죠 그리고 또 한가지는 예를들어 자신이 정한 어떠한 기준을 다른사람들도 자신과 같을 거라 믿는다는 점 입니다 근데 문제는 상대가 자신과 다를 경우인데 상대가 본인과 가까운 사이라면 실망하거나 서운해 하기도 하더라구요 생각의 다름을 인정하기 보다 그 차이를특히 사랑하는 사람에게 이해 못하는 느낌이였어요 하지만 앞서 말한 점들이 관계에 나쁜 영향을 주진 않았어요 알아가는 시간들이였고 그 시간 안에서 제가 느낀 점은 상대의 얘기를 흘려듣지 않고 기억하고 로 더 좋은 관계를 유지하기 위해 충분히 노력하고 받아들이고 있다는 거였습니다 그래서 지금도 제 곁에 가장 많이 있는 유형의 사람들 이기도 합니다 긴 글 읽어 주셔서 감사해요
